category,Average RcvMSS,Minimum RcvMSS,Maximum RcvMSS,Median RcvMSS
1 Oct 2022,0,0,0,0
2 Oct 2022,0,0,0,0
3 Oct 2022,0,0,0,0
4 Oct 2022,0,0,0,0
5 Oct 2022,0,0,0,0
6 Oct 2022,0,0,0,0
7 Oct 2022,538.2826,538.2826,538.2826,538.2826
8 Oct 2022,536,536,536,536
9 Oct 2022,536,536,536,536
10 Oct 2022,536,536,536,536
11 Oct 2022,536,536,536,536
12 Oct 2022,536,536,536,536
13 Oct 2022,536,536,536,536
14 Oct 2022,536,536,536,536
15 Oct 2022,536,536,536,536
16 Oct 2022,0,0,0,0
17 Oct 2022,536,536,536,536
18 Oct 2022,538.9167,538.9167,538.9167,538.9167
19 Oct 2022,536,536,536,536
20 Oct 2022,536,536,536,536
21 Oct 2022,536,536,536,536
22 Oct 2022,536,536,536,536
23 Oct 2022,536,536,536,536
24 Oct 2022,536,536,536,536
25 Oct 2022,536,536,536,536
26 Oct 2022,536,536,536,536
27 Oct 2022,536,536,536,536
28 Oct 2022,536,536,536,536
29 Oct 2022,536,536,536,536
30 Oct 2022,536,536,536,536
31 Oct 2022,536,536,536,536
